,context_1,context_2,context_3,question_1,question_2,question_3,answerA_1,answerA_2,answerA_3,answerB_1,answerB_2,answerB_3,answerC_1,answerC_2,answerC_3,correct
25055,Jesse estava tomando banho quando decidiu ler um livro enquanto encharcava.,Jesse estava tomando banho quando decidiu ler um livro enquanto embriagou.,Jesse estava a tomar banho quando ela decidiu ler um livro enquanto estava encharcada.,O que Jesse precisa fazer antes disso?,O que é necessário para Jesse antes disso?,O que é que o Jesse precisa de fazer antes disto?,Tenha um livro antes disso,ter um livro antes deste,Tem um livro antes disto.,Ligue o chuveiro antes disso,envereda para o banho antes deste,liga o chuveiro antes disto .,Queria ler um novo livro popular,quis ler um novo livro popular,Queria ler um livro novo e popular.,A
25056,Tracy tentou ajudar Jesse a passar por um problema que eles estavam tendo.,Tracy tentou ajudar Jesse a passar por uma questão que eles estavam tendo.,A Tracy tentou ajudar o Jesse a superar um problema que tinham.,Porque é que a Tracy fez isto?,Por que o Tracy fez isso?,Porque é que a Tracy fez isto?,ir para casa e tirar uma soneca,ir para casa e tomar um cochilo,Vai para casa e dorme uma sesta .,machucado seu amigo Jesse,dói a amiga Jesse,"magoar o amigo dela , Jesse .",Ajudar Jesse,Ajuda Jesse,Ajuda o Jesse.,C
25057,"Mesmo que o companheiro de quarto de Jesse seja alérgico a animais, ele decidiu adotar o gato.","Embora o colega de quarto de Jesse seja alérgico aos animais, decidiu adotar o gato.","Embora o colega de quarto de Jesse seja alérgico a animais, ele decidiu adotar o gato.",O que Jesse precisa fazer antes disso?,O que é necessário para Jesse antes disso?,O que é que o Jesse precisa de fazer antes disto?,Evite seu companheiro de quarto e mantenha o gato escondido,evite o seu colega de quarto e mantenha o gato oculto,Evite o colega de quarto e mantenha o gato escondido.,Diga ao seu colega de quarto,Contacte o colega de quarto,Diz ao colega dele,Comprar medicamento para dormir,Compra medicamentos para dormir,Compre um remédio para dormir,B
25058,Austin não queria deixar a festa porque a garota que ele gostava estava lá sozinho.,Austin não queria deixar a festa porque a menina que gostava estava lá sozinha.,O Austin não queria sair da festa porque a rapariga que gostava estava lá sozinha.,O que Austin precisa fazer antes disso?,O que é necessário para Austin antes disso?,O que é que o Austin precisa de fazer antes disto?,Prepare-se para falar,Preparar para falar,Preparar-se para falar,Dançando com a garota,dança com a menina,Dança com a rapariga.,Sair do Estado,saída do estado,sair do estado,A
25059,Casey não ouviu os outros e deu a seus amigos o benefício da dúvida.,Casey não ouvia os outros e deu aos amigos o benefício da dúvida.,O Casey não ouviu os outros e deu aos amigos o benefício da dúvida.,O que acontecerá com os outros?,O que acontecerá com os outros?,O que acontecerá aos Outros?,vingar-se de Casey,Renda em Casey,Vingar-me do Casey.,ele vai morrer,morrerá,Ele vai morrer .,ele terá afogado,riz,Ele vai afogar-se .,A
25060,"Jan trouxe as coisas de Tracy de volta para a loja e as devolveu, mesmo que Tracy quisesse mantê-las.","Jan trouxe as coisas de Tracy para a loja e as devolveu, embora Tracy quisesse mantê-","Jan trouxe as coisas da Tracy de volta à loja e devolveu-as, embora a Tracy quisesse ficar com elas.",O que vai acontecer com Jan?,O que acontecerá com Jan?,O que vai acontecer com Jan?,Agradecimentos da Tracy,recebidos de Tracy,Receber agradecimentos da Tracy,Gritar com Jan,cheiro em Janeiro,gritar com Jan.,Se meteu em sarilhos com a Tracy,PARKIANZ,- Não .,C
25061,Robin decidiu ajudar as meninas a chegar em casa depois que sua mãe ligou e disse que seu carro não iria começar.,Robin decidiu ajudar as meninas a chegarem a casa depois de chamarem e disse que o carro,A Robin decidiu ajudar as raparigas a chegarem a casa depois que a mãe ligou e disse que o carro não arrancava.,Como Robin se sentiria depois?,Como se sentiria Robin depois?,Como é que a Robin se sentiria depois?,Como um mago,como um amarrilho,Como um feiticeiro.,Como uma boa pessoa,como uma pessoa boa,Como uma boa pessoa.,ele tinha-se sentido amado,sentiram-se amados,Sentia-se amada.,B
25062,Jan voltou para casa depois de perceber que a data estava errada.,Jan voltou a dirigir-se para casa depois de perceberem que chegaram ao erro.,Jan voltou para casa da festa depois de perceber que eles tinham errado a data.,O que Jan vai querer fazer a seguir?,O que queremos Jan?,O que vai o Jan querer fazer a seguir?,voltar para a loja novamente,volte a dirigir-se novamente à loja,Voltar para a loja outra vez.,configurar um lembrete em seu telefone,prepare uma memória no seu fone,Configurar um lembrete no telefone,Ignorar a data,ignorar a data,Ignora a data.,B
25063,Alex suportou cada golpe que Kurt jogou e ele voltou para cima quando derrubado.,Alex sofreu todos os golpes Kurt jogou e ele voltou de pé quando bateu.,O Alex suportou todos os golpes do Kurt e voltou a levantar-se quando foi derrubado.,Como você descreveria Alex?,Como descrever Alex?,Como descreveria o Alex?,um indivíduo forte com muita força de vontade,um indivíduo forte com muita força de vontade,Um indivíduo forte com muita força de vontade,heroico,heróico,heróico,Determinado a terminar o filme,decidido a finalização do filme,Decidido a terminar o filme.,A
25064,Alex levou o cão para uma caminhada. Eles também precisam de algum exercício.,"Alex levou o cão para a caminhada, necessitando também de algum exercício.",Alex levou o cão a passear. Eles também precisam de exercício.,Como você descreveria Alex?,Como descrever Alex?,Como descreveria o Alex?,Saúde Consciente,consciente em saúde,conscientes da saúde,Desconhecendo a saúde,desconhecimento sobre a saúde,Não sabe nada sobre saúde,"Cansado, mas satisfeito",Caninado mas satisfeito,cansado mas satisfeito,A
25065,Skylar prometeu que ele iria manter os mandamentos de Remy e executar a garagem da mesma forma que Remy sempre teve.,Skylar voulou que manteria os comandos de Remy e correria a garagem,Skylar jurou que iria manter os mandamentos do Remy e dirigir a garagem da mesma forma que o Remy sempre fez.,Por que Skylar fez isso?,Por que o Skylar fez isso?,Porque é que a Skylar fez isto?,mostrar a Remy que a velha maneira de administrar o negócio era burra,mostram a remessa de que a antiga forma de funcionamento dos negócios era a descasca,Mostrar ao Remy que a antiga forma de gerir o negócio era estúpida.,mostrar Remy que ele amava a garagem tanto quanto ele tinha,Mostrar a remessa que ele adorava a horta tanto quanto tinha,Mostrar ao Remy que ele amava a garagem tanto quanto ele tinha,Feche a garagem e comece um novo negócio,fechar o armazém e iniciar uma nova actividade,fechar a garagem e começar um novo negócio,B
25066,Kai precisava de ajuda em casa e contratou alguém.,Kai necessitou de algum auxílio em casa e contratou alguém.,O Kai precisava de ajuda em casa e contratou alguém.,O que Kai precisava fazer antes disso?,O que o Kai precisou antes disso?,O que é que o Kai precisava de fazer antes disto?,Entrevista com algumas empregadas domésticas,entrevistar alguns domiciliares,Entrevistar algumas empregadas domésticas .,fixar a chave sobressalente,Fixar a chave de reserva,Arranja a chave de reserva .,Caminhe na casa,Deambular na casa,Entrem na casa.,A
25067,Sydney mudou a forma como Tracy deveria terminar o projeto depois de olhar para ele.,Sydney alterou a forma como Tracy deveria terminar o projeto após olhegá-lo.,Sydney mudou a forma como Tracy deveria terminar o projeto depois de o ter visto.,O que Sydney fará a seguir?,O que fará Sydney?,O que é que a Sydney vai fazer a seguir?,Enviar Tracy para casa,enviar Tracy Home,Manda a Tracy para casa.,Explicar o novo plano,explicar o novo plano,Explique o novo plano.,scrap o plano,sucata o plano,Despeço o plano.,B
25068,"Depois que Riley decidiu que queria ver o mundo, ele tirou uma folga.","Depois de Riley ter decidido que queria ver o mundo, ele saiu.","Depois do Riley decidir que queria ver o mundo, ele tirou uma folga.",O que Riley vai querer fazer a seguir?,O que queremos com Riley?,O que é que a Riley vai querer fazer a seguir?,Traga todos com ele,traga todos consigo,Traz todos com ele.,Fique em casa,permanência em casa,Fique em casa.,fazer viagens para lugares diferentes,riz efectuar viagens a diferentes locais,fazer viagens para lugares diferentes,C
25069,Albright ficou tão feliz depois que ele ganhou US $ 100000 em seu bilhete de loteria.,Albright ficou tão feliz depois de ganhar 1.000 mil dólares em seu bilhete de sorte.,O Albright ficou tão feliz depois de ganhar 100 milhões de dólares na lotaria.,O que Aubrey vai querer fazer a seguir?,O que queremos com Aubrey?,O que é que o Aubrey vai querer fazer a seguir?,Esquece isso.,Esquecimento sobre isso,Esquece isso.,Dinheiro no bilhete,Caixa no bilhete,Dinheiro no bilhete,Deita-o fora.,Deitar fora,Atira-a fora.,B
25070,Cameron tratou Robin em conformidade depois que ela tentou demiti-lo.,Cameron tratou Robin nesse sentido após tentar acender.,A Cameron tratou a Robin de acordo depois de ela tentar despedi-lo.,O que vai acontecer com Cameron?,O que acontecerá com Cameron?,O que vai acontecer com a Cameron?,Perder o seu emprego,Perder o seu emprego,perder o emprego,ele terá devolvido,ele voltará a,Ele vai voltar .,eles serão amigos,serão amigos,Eles serão amigos.,A
25071,"Sasha jogou o doce de volta. Ela se sentiu mal com isso depois, quando sua mãe olhou para ela com raiva.","Sasha jogou o candinho de volta, sentiu-se mal depois quando a mãe ficou em",Sasha jogou o doce de volta e depois sentiu-se mal por isso quando a mãe olhou para ela com raiva.,O que Sasha vai querer fazer a seguir?,O que queremos com Sasha?,O que é que o Sasha vai querer fazer a seguir?,desculpar-se,Pedidos,Peço desculpa.,Seja mais saudável,ser mais saudável,ser mais saudável,Jogue mais doces,mais candide,Atira mais doces.,A
25072,Jan balançou uma perna e tirou as pulgas da perna direita por enquanto.,Jan apertou uma perna e tirou as pulgas da perna direita para agora.,Jan apertou uma perna e tirou as pulgas da perna direita por enquanto.,Como você descreveria Jan?,Como descreveria Jan?,Como descreveria o Jan?,sentir-se preguiçoso,sentir- se preguiça,sentir-se preguiçoso,sentindo-se forte,sentir- se forte,sentir-se forte,Sentindo-se passivo,sentir- se passivo,sentir-se passivo,B
25073,Cameron contou ao filho de Ash uma história e esperou que eles a ouvissem.,Cameron contou uma história do filho de Ash e esperava que o escutasse.,Cameron contou uma história ao filho do Ash e esperava que eles a ouvissem.,O que acontecerá com Cameron se eles declinarem?,O que acontecerá com Cameron se eles declinarem?,O que vai acontecer com a Cameron se eles recusarem?,ser feliz,ser feliz,Seja feliz.,Seja grato a Cameron,ser gratificado a Cameron,Agradeça ao Cameron .,ser triste,ser triste,- Não .,C
25074,Robin aproximou-se de sua paixão e se preparou para convidá-los para sair.,robin aproximou-se de seu esmagamento e preparou-os para que satisfize,A Robin aproximou-se da paixão deles e preparou-se para convidá-los para sair.,O que Robin vai querer fazer a seguir?,O que queremos por Robin?,O que vai querer fazer a seguir?,Ignorá-los,ignorar,Ignora-os .,Pergunte-lhes para fora,Pergunte- as,Peça-lhes para sair.,Sejam amigos,ser amigos,Sejam amigos.,B
25075,Tracy lavava sua roupa suja em público todos os dias em casa.,Tracy lavava toda a sua roupa suja em público em casa.,A Tracy lavava a roupa suja em público todos os dias em casa.,Porque é que a Tracy fez isto?,Por que o Tracy fez isso?,Porque é que a Tracy fez isto?,Seja misterioso,ser misterioso,ser misterioso,continue a lavar roupa,manter a lavar roupa,Continue a lavar roupa,partilhar informação,partilha de informações,Partilhar informações,B
25076,Carson tirou alguns dias de folga do trabalho para relaxar.,Carson saiu de trabalho para desabafa.,O Carson tirou uns dias de folga do trabalho para relaxar.,Como Carson se sentiria depois?,Como senti-lo-ia depois?,Como é que o Carson se sentiria depois?,energizado,energizados,energizado,estressada para fora,", p. 1",estressado,agitado,agitação,agitado,A
25077,"Jesse leu uma história para Jordan antes de dormir, então ele vai dormir.",Jesse leu uma história antes de deitar para ele dormir.,O Jesse leu uma história ao Jordan antes de dormir para ele adormecer.,O que Jordan vai querer fazer a seguir?,O que a Jordânia deseja fazer a seguir?,O que vai querer fazer a seguir?,Vai dormir.,Ir dormir,Vai dormir.,Ir para o quarto de Jordan,ir na sala da Jordânia,Vai para o quarto do Jordan.,Ir para a escola,Ir à escola,Vai para a escola.,A
25078,Jordan ficou flutuando na balsa e teve que orar para que um navio passasse para encontrá-los.,Jordan permaneceu afloat na pista e teve que rezar que um navio passaria para encontrá,Jordan ficou à tona na jangada e teve que orar para que um navio passasse para encontrá-los.,Como Jordan se sentiria depois?,Como a Jordânia se sentiria depois?,Como se sentiria Jordan depois disso?,Assustado,prurido,assustado,Esperando ser salvo,esperada para ser salva,Esperando ser salvo,feliz,feliz,feliz,A
25079,"A Addison estava zangada com a Tracy, basicamente disse à Tracy para calar a boca.",A cólera de Addison estava irritada com Tracy. Addison dizia,"A Addison estava zangada com a Tracy, e disse-lhe para calar a boca.",O que Tracy vai querer fazer a seguir?,O que queremos agora por Tracy?,O que é que a Tracy vai querer fazer a seguir?,Cala-te.,ser quieto,- Não faças barulho.,causar problemas,Causa dos problemas,causar problemas,Fugir,run away,Fugir.,A
25080,"Depois da palestra de Casey e do longo plano de aula, Addison reuniu os pensamentos de Casey para todos.","Após a palestra de Casey e o plano de lição longa, Addison coletou","Depois da palestra do Casey e do longo plano de lições, a Addison reuniu os pensamentos do Casey para todos.",O que Addison vai querer fazer a seguir?,O que queremos com Addison?,O que é que a Addison vai querer fazer a seguir?,Guarde tudo para si mesmo,manter tudo para si,- Não .,Divulgar as notas,divulgar as notas,Difundir as notas,Jogue as notas fora,apagar as notas,Atira as notas fora.,B
