,context_1,context_2,context_3,question_1,question_2,question_3,answerA_1,answerA_2,answerA_3,answerB_1,answerB_2,answerB_3,answerC_1,answerC_2,answerC_3,correct
55,"Quinn ajudou Addison a se manter junto depois que a mãe de Addison faleceu, mas isso veio à custa do bem-estar mental de Quinn.",Quinn ajudou Addison a manter-se junto após a mãe de Addison ter,"Quinn ajudou Addison a manter-se em ordem depois da mãe de Addison ter falecido, mas foi à custa do bem-estar mental de Quinn.",O que vai acontecer com Quinn?,O que acontecerá com Quinn?,O que vai acontecer ao Quinn?,continuar a ser capaz de ajudar Addison sem quaisquer problemas,continuar a ser capaz de ajudar Addison sem quaisquer questões,Continuar a ser capaz de ajudar Addison sem problemas.,precisa considerar sua própria saúde mental antes de Addison,necessidade de considerar a própria saúde mental antes de Addison,Precisam de considerar a sua própria saúde mental antes de Addison,Fica bem.,ser apenas fino,"- Não, não.",B
56,"A Jordânia melhorou o fluxo de trabalho e reduziu os problemas, simplificando todo o processo de trabalho com novas ideias.","Jordan melhorou o fluxo de trabalho e reduziu questões, agilizando todo o processo de trabalho","A Jordan melhorou o fluxo de trabalho e reduziu os problemas, simplificando todo o processo de trabalho com novas ideias.",O que a Jordânia precisa fazer antes disso?,O que o Jordânia precisa fazer antes disso?,O que é que a Jordan precisa de fazer antes disto?,Pense em inovações,pensar em inovações,Pensar em inovações,obter reconhecimento,obter reconhecimento,- Não .,Obter um aumento,án,- E eu ganho um aumento .,A
57,O Remy começou a rasgar-se durante o filme e o Alex limpou o olho do Remy por ele.,"Remy começou a lacerar-se durante o filme, Alex fez uma bainha de",O Remy começou a chorar durante o filme.,O que vai acontecer com Remy?,O que vai acontecer com a Remy?,O que vai acontecer ao Remy?,Seja grato,ser gratificado,Seja grato,Guarde o tecido,Coloque o tecido,Largue o tecido,ficar com raiva,ser irritado,Fica zangado.,A
58,Taylor não percebeu o fato de que eles se esqueceram de entregar seus trabalhos de casa naquele dia.,Taylor não percebeu o fato de se esquecer de fazer o trabalho doméstico naquele dia.,A Taylor não reparou no facto de terem esquecido de entregar os trabalhos de casa naquele dia.,Como Taylor se sentiria depois?,Como senti-lo-ia depois?,Como é que a Taylor se sentiria depois?,uma pessoa preguiçosa,uma pessoa preguiça,uma pessoa preguiçosa,Ansioso,ansiedade,ansioso,inteligente,intelligent,Inteligente,B
59,Austin estava se divertindo muito jogando Dark Souls 3: The Fire Fades Edition.,Austin tinha muita diversão jogando Dark Souls 3: The Fire Fades Edition.,O Austin divertia-se muito a jogar Dark Souls 3: The Fire Fades Edition.,Como você descreveria Austin?,Como descreveria Austin?,Como descreveria o Austin?,uma pessoa de mente fraca,uma pessoa com mente fraca,Uma pessoa de mente fraca,Videogames precisam ser mais difíceis,jogos de vídeo necess,Os videojogos precisavam ser mais difíceis.,um gamer hardcore,um jogo de tabuleiro,Um jogador duro.,C
60,Casey comprou ferramentas na loja porque ele tinha que consertar as coisas em casa.,Casey comprou ferramentas na loja porque tinha que fixar as coisas em casa.,O Casey comprou ferramentas na loja porque tinha de arranjar coisas em casa.,Como você descreveria Casey?,Como descreveria Casey?,Como descreveria o Casey?,Trabalhador,Trabalho duro,trabalhador,Preguiçosa,preguiça,preguiçoso,Estúpido.,stupid,- Que estúpido.,A
61,Tracy ouviu o cachorro atrás de Kendall e gritou muito alto também.,Tracy ouvia o cão atrás de Kendall e gritava muito alto.,A Tracy ouviu o cão atrás da Kendall e gritou muito alto também.,O que Kendall vai querer fazer a seguir?,O que queremos por Kendall?,O que é que a Kendall vai querer fazer a seguir?,Afaste-se do cão,riz,afasta-te do cão.,começar a correr,início da corrida,Começa a correr.,Atacá-la,náusea,Ataca-a.,A
62,O Remy tentou ajudar a Addison a entrar na faculdade.,Remy tentou ajudar Addison a entrar no colégio.,O Remy tentou ajudar a Addison a entrar na faculdade.,O que vai acontecer com Addison?,O que acontecerá com Addison?,O que vai acontecer com a Addison?,ela terá ajuda,irá ter ajuda,Ela vai ter ajuda.,Agradecimentos,ser obrigado,ser grato,ela vai falhar,não irá,Ela vai falhar.,A
63,Jordan criou outra tabela para descobrir quais eram suas despesas mensais.,Jordan criou outra tabela para ilustrar o que eram os gastos mensais.,Jordan fez outra tabela para descobrir quais eram as suas despesas mensais.,O que a Jordânia precisa fazer antes disso?,O que o Jordânia precisa fazer antes disso?,O que é que a Jordan precisa de fazer antes disto?,Obtenha suas informações financeiras,obter a sua infotação financeira,Obter as informações financeiras deles,Evite seus dados,evite os seus dados,evitar os seus dados,Faça um total,riz,Faça um total,A
64,Bailey assou várias dúzias de biscoitos e bolos para ajudar a nova padaria de Taylor.,Bailey chupou dezenas de biscoitos e bolos para ajudar a nova padaria de,A Bailey fez várias dúzias de bolos para ajudar a nova padaria da Taylor.,Como Taylor se sentiria como resultado?,Como seria que Taylor sentisse como resultado?,Como se sentiria Taylor?,Apreciação de Bailey,apreciação de Bailey,Agradeço o Bailey.,dar Taylor um tapa no rosto,dar a tapas de Taylor na face,Dá um tapa na cara ao Taylor.,um padeiro,um saco,um padeiro,A
65,"Jesse enviou seus filhos para a escola sonolento, sujo e com fome todos os dias da semana.","Jesse enviou seus filhos para a escola, sujo e com fome a cada dia da semana.","A Jesse mandava os filhos à escola sonolentos, sujos e com fome todos os dias da semana.",Os outros vão se sentir sobre isso?,Os outros sentirão como isso?,O que vão os outros pensar?,contentado,-,satisfeito,satisfeito,satisfeito,satisfeito,indignado,nã,indignado,C
66,"Jan, um escritor famoso, morreu inesperadamente. Sasha continuou o trabalho de Jan e o publicou em homenagem a Jan e em nome de Jan.","Jan, um escritor famoso, morreu inesperadamente, Sasha continuou trabalhando Jan e publicou em honra","Jan, um escritor famoso, morreu inesperadamente. Sasha continuou o trabalho de Jan e publicou-o em honra de Jan e em seu nome.",Como você descreveria Sasha?,Como descreveria Sasha?,Como descreveria a Sasha?,Humilde,honesta,humilde,triste,triste,triste,Fiel,,fiel,C
67,Riley salvou a vida de Jan da casa que pegou fogo.,Riley salvou a vida de Jan da casa que pegou fogo.,A Riley salvou a vida da Jan da casa que pegou fogo.,Como você descreveria Riley?,Como descreveria Riley?,Como descreveria a Riley?,"estava assustada, então ela fugiu e se escondeu","ficou assustada, então ela correu e se escondeu.","Estava assustada, por isso fugiu e escondeu-se.",Era um herói e todos a felicitavam.,foi um herói e todos a pararam de,Era uma heroína e todos a felicitavam.,Aguardando que o Corpo de Bombeiros venha,aguardada para o serviço de incêndio vir,Esperou que os bombeiros chegassem.,B
68,Bailey pediu ajuda ao vizinho de Casey quando ela estava sentada e acidentalmente deixou o cão sair.,Bailey pediu ajuda ao vizinho de Casey quando estava sentada e deixou o cão acidentalmente.,A Bailey pediu ajuda à vizinha da Casey quando ela estava a cuidar do cão e deixou o cão sair acidentalmente.,Como o Casey se sentiria como resultado?,Como se sentiria o Casey?,Como se sentiria o Casey?,Ainda bem que o cão foi perdido por Bailey.,ânimo de que o cão foi perdido por Bailey,Ainda bem que o cão foi perdido pela Bailey .,feliz que o cão foi localizado e lixiviado,a satisfação com o cão estar localizado e desfocado,Estou contente que o cão tenha sido localizado e amarrado .,que Bailey estava certo em deixar o cão sair,que Bailey estava apto a deixar o cão,que a Bailey tinha razão em deixar o cão sair .,B
69,Jan é um artista musical. Jan fez uma música popular.,"Jan é um artista de música, Jan fez uma canção popular.",Jan é um artista musical.,Por que Jan fez isso?,Por que o Jan fez isso?,Porque é que o Jan fez isto?,não happy will música,não feliz vai tocar,Não é música feliz,Adora música,ama a música,Ama música.,Faça outra canção,fazer outra canção,Faça outra canção.,B
70,"Mesmo que Addison fosse ótima no xadrez, Bailey conseguiu o melhor de Addison.","Embora Addison estivesse ótimo no xadrez, Bailey obteve o melhor de Addison.","Mesmo que a Addison fosse boa no xadrez, a Bailey conseguiu vencer a Addison.",O que Bailey vai querer fazer a seguir?,O que queremos por Bailey?,O que vai querer fazer a Bailey a seguir?,Desculpe-se por ganhar contra Addison,Pedido de concessão de um pedido de participação contra Addison,Peço desculpa por ter ganho contra a Addison .,Negar a sua vitória,Negação da sua vitória,E negaram a vitória.,Comemore sua vitória,comemorar a sua vitória,Celebrem a vitória.,C
71,Sasha disse a Skylar para guardar os mantimentos antes que ela pudesse ir brincar.,Sasha contou a Skylar para colocar os mercaças antes de brincar.,A Sasha disse à Skylar para guardar as compras antes de ir brincar.,O que Sasha precisa fazer antes disso?,O que é necessário para que Sasha possa fazer antes disso?,O que é que o Sasha precisa de fazer antes disto?,Sair para brincar com os amigos,sair para brincar com amigos,sair para brincar com os amigos,trazer sacos para dentro,au,Traz as malas para dentro.,Deixe Sasha sair,légua de Sasha,Deixa o Sasha ir embora .,B
72,Addison viu um anúncio para um telefone que em seu orçamento e começou a economizar dinheiro.,Addison viu um anúncio para um telefone que em seu orçamento começou a poupar dinheiro.,A Addison viu um anúncio para um telefone que estava dentro do orçamento e começou a poupar dinheiro.,Como você descreveria Addison?,Como descreveria Addison?,Como descreveria a Addison?,míope,Aperto rápido,Miopia,frugal,Frugal,frugal,Descuidado com dinheiro,descuido com dinheiro,descuidado com o dinheiro.,B
73,"Taylor fez outra pergunta na aula, mesmo que os outros alunos quisessem deixar a classe.","Taylor fez outra pergunta em sala de aula, embora os demais alunos quisessem sair da sala de","Taylor fez outra pergunta na sala de aula, mesmo que os outros alunos quisessem sair.",O que acontecerá com os outros alunos?,O que acontecerá com os demais alunos?,O que vai acontecer com os outros alunos?,quer ir para casa,quer ir para casa,Quero ir para casa.,Quero ir almoçar,quer almoçar,Queres ir almoçar?,Enfurece-se com Taylor,ficar irritado em Taylor,ficar zangado com a Taylor.,C
74,Muitas pessoas percebem que Jesse sempre parece triste. Jesse não pode ver nada positivo na vida e chora com freqência.,"Muitas pessoas percebem que Jesse sempre parece triste, Jesse não consegue ver nada de positivo na vida","Muitas pessoas notam que Jesse parece sempre triste, não vê nada positivo na vida e chora com frequência.",Como você descreveria Jesse?,Como descrever Jesse?,Como descreveria o Jesse?,deprimido & triste,depressão e tristeza,Deprimido e triste,em um ótimo humor,em um grande humor,de bom humor,Sempre feliz,sempre feliz,Sempre felizes.,A
75,"Casey pediu a Aubrey para aceitar o presente, embora tivesse terminado há mais de uma semana.","Casey pediu a Aubrey que aceitasse a presente, mesmo que tenha quebrado há mais","A Casey pediu à Aubrey para aceitar o presente, apesar de terem acabado há uma semana.",Como Aubrey se sentiria como resultado disso?,Como sentiria Aubrey em decorrência disso?,Como é que o Aubrey se sentiria por causa disso?,feliz com o presente,feliz com a presente dom,Estou feliz com o presente.,Desconcertante sobre a reunião,", abobrinha sobre o encontro",- Não. - Não.,Empolgada para ver Cameron,excitado para ver Cameron,Estou animado por ver a Cameron.,B
76,Remy convidou amigos para o jogo de hóquei em que ele estava jogando.,Remi convidou amigos para o jogo de xadrez que ele estava jogando.,O Remy convidou amigos para o jogo de hóquei que estava a jogar.,Por que Remy fez isso?,Por que a Remy fez isso?,Porque é que o Remy fez isto?,Queria jogar no anonimato,quis brincar no anonimato,Queria jogar em anonimato.,Queria que seus amigos o vissem jogar,quis que seus amigos o vissem,Queria que os amigos o vissem jogar.,Queria jogar sozinho,quis brincar sozinho,Queria jogar sozinho.,B
77,Aubrey terminou o papel de Lee e o entregou para receber uma boa nota.,Aubrey acabou concluindo o trabalho de Lee e o transformou em um bom grau.,A Aubrey terminou o trabalho do Lee e entregou-o para receber uma boa nota.,O que vai acontecer com Aubrey?,O que acontecerá com Aubrey?,O que vai acontecer ao Aubrey?,Seja feliz com o grau,ser feliz com o grau,Seja feliz com a nota.,habilidosa,Competência,qualificado,obter uma boa nota,obter um bom grau,Obter uma boa nota,A
78,Alex está comendo um bife e um pouco fica preso em sua garganta.,Alex está comendo uma bolacha e um pouco fica preso na garganta.,O Alex está a comer um bife e um pouco ficou preso na garganta.,O que Alex precisa fazer antes disso?,O que é necessário para Alex antes disso?,O que é que a Alex precisa de fazer antes disto?,Faça mordidas menores,mordidas menores,Pega em pedaços menores.,tosse,tosse,tosse,Comer mais rápido,ingerir mais rapidamente,Come mais depressa.,A
79,Skylar chamou Robin para o escritório para falar sobre seus planos de faculdade para o próximo ano.,Skylar chamou Robin para o escritório para falar sobre seus planos de faculdade para o ano seguinte.,A Skylar chamou a Robin para o escritório para falar dos planos da faculdade para o próximo ano.,O que Skylar vai querer fazer depois de ser chamado?,O que queremos de Skylar depois de ser chamado?,O que vai querer fazer a Skylar depois de ser chamada?,Evite falar sobre a faculdade,evitar falar sobre a faculdade,Evite falar sobre a faculdade.,Faça um plano para a faculdade,elaborar um plano para o ensino superior,Faça um plano para a faculdade,Decidir sair da escola,decidir abandonar a escola,decidir deixar a escola,B
80,Bailey chamou todos os seus amigos e pediu-lhes para encontrá-la no pomar local.,Bailey chamou todos os amigos e pediu que eles a conhecessem no pomar local.,A Bailey ligou para todos os amigos e pediu-lhes para se encontrarem com ela no pomar local.,O que seus amigos vão querer fazer lá?,O que os amigos querem lá?,O que vão os amigos dela querer fazer lá?,Colheita a abóbora,colheita do abacaxi,colher a abóbora,montar a montanha-russa,náusea,andar nas montanhas-russa,Falem uns com os outros,Fale entre si,Falem uns com os outros.,C
