,MarianMT,Unicamp_T5,NLLB_1.3b,num_tokens,best_ranked
721,85,70,80,33,MarianMT
722,65,40,75,28,NLLB_1.3b
723,75,60,80,32,NLLB_1.3b
724,85,75,80,29,MarianMT
725,80,60,90,32,NLLB_1.3b
726,85,40,70,23,MarianMT
727,85,70,90,53,NLLB_1.3b
728,85,60,75,21,MarianMT
729,85,90,80,35,Unicamp_T5
730,85,75,90,34,NLLB_1.3b
731,85,70,80,21,MarianMT
732,85,70,90,30,NLLB_1.3b
733,85,70,90,57,NLLB_1.3b
734,70,45,80,34,NLLB_1.3b
735,85,90,75,32,Unicamp_T5
736,85,70,90,29,NLLB_1.3b
737,75,80,85,32,NLLB_1.3b
738,75,40,85,24,NLLB_1.3b
739,85,75,80,31,MarianMT
740,75,60,85,35,NLLB_1.3b
741,75,60,85,31,NLLB_1.3b
742,90,75,85,74,MarianMT
743,90,85,92,40,NLLB_1.3b
744,85,70,90,26,NLLB_1.3b
745,80,70,90,40,NLLB_1.3b
746,75,60,80,23,NLLB_1.3b
747,75,30,80,35,NLLB_1.3b
748,85,70,80,26,MarianMT
749,75,80,90,18,NLLB_1.3b
750,65,50,40,29,MarianMT
751,85,75,90,30,NLLB_1.3b
752,85,70,90,33,NLLB_1.3b
753,70,80,90,56,NLLB_1.3b
754,85,75,80,18,MarianMT
755,85,90,80,28,Unicamp_T5
756,75,60,80,25,NLLB_1.3b
757,85,70,80,34,MarianMT
758,75,80,60,27,Unicamp_T5
759,80,60,90,23,NLLB_1.3b
760,70,50,60,31,MarianMT
761,70,60,80,25,NLLB_1.3b
762,85,75,90,25,NLLB_1.3b
763,90,85,80,17,MarianMT
764,75,40,85,26,NLLB_1.3b
765,65,75,80,28,NLLB_1.3b
766,75,60,80,26,NLLB_1.3b
767,85,70,90,31,NLLB_1.3b
768,85,65,90,37,NLLB_1.3b
769,85,75,90,31,NLLB_1.3b
770,90,40,80,40,MarianMT
771,70,40,80,30,NLLB_1.3b
772,90,85,95,39,NLLB_1.3b
773,70,50,80,30,NLLB_1.3b
774,75,60,85,30,NLLB_1.3b
775,75,65,80,28,NLLB_1.3b
776,85,70,90,39,NLLB_1.3b
777,70,50,80,29,NLLB_1.3b
778,85,70,90,35,NLLB_1.3b
779,85,60,90,32,NLLB_1.3b
780,75,80,85,27,NLLB_1.3b
781,85,90,70,33,Unicamp_T5
782,85,80,70,28,MarianMT
783,75,70,80,21,NLLB_1.3b
784,85,90,70,37,Unicamp_T5
785,80,85,90,36,NLLB_1.3b
786,75,80,90,42,NLLB_1.3b
787,70,60,80,23,NLLB_1.3b
788,85,70,90,22,NLLB_1.3b
789,85,70,90,32,NLLB_1.3b
790,85,70,90,25,NLLB_1.3b
791,85,70,75,25,MarianMT
792,90,80,85,31,MarianMT
793,88,75,92,43,NLLB_1.3b
794,80,70,60,30,MarianMT
795,85,70,90,32,NLLB_1.3b
796,85,70,90,38,NLLB_1.3b
797,85,70,90,24,NLLB_1.3b
798,85,60,90,33,NLLB_1.3b
799,85,80,75,23,MarianMT
800,65,45,75,22,NLLB_1.3b
801,75,80,85,33,NLLB_1.3b
802,85,70,90,27,NLLB_1.3b
803,75,80,85,20,NLLB_1.3b
804,65,70,80,28,NLLB_1.3b
805,85,70,60,33,MarianMT
806,75,60,80,24,NLLB_1.3b
807,70,80,90,37,NLLB_1.3b
808,65,40,75,27,NLLB_1.3b
809,85,70,90,34,NLLB_1.3b
810,85,70,90,28,NLLB_1.3b
811,60,50,70,33,NLLB_1.3b
812,70,60,80,35,NLLB_1.3b
813,75,60,40,40,MarianMT
814,90,70,95,24,NLLB_1.3b
815,80,60,90,23,NLLB_1.3b
816,85,75,90,48,NLLB_1.3b
817,75,60,90,28,NLLB_1.3b
818,85,60,90,29,NLLB_1.3b
819,65,40,70,28,NLLB_1.3b
820,85,70,90,32,NLLB_1.3b
821,85,70,90,42,NLLB_1.3b
822,75,50,85,36,NLLB_1.3b
823,85,75,90,27,NLLB_1.3b
824,75,60,85,35,NLLB_1.3b
825,85,70,90,44,NLLB_1.3b
826,85,70,90,23,NLLB_1.3b
827,85,80,75,31,MarianMT
828,85,70,90,36,NLLB_1.3b
829,75,60,85,29,NLLB_1.3b
830,70,20,85,33,NLLB_1.3b
831,85,75,90,24,NLLB_1.3b
832,75,60,85,33,NLLB_1.3b
833,85,70,90,22,NLLB_1.3b
834,70,50,80,37,NLLB_1.3b
835,70,60,80,27,NLLB_1.3b
836,85,70,90,19,NLLB_1.3b
837,85,70,80,40,MarianMT
838,75,80,70,31,Unicamp_T5
839,85,75,90,39,NLLB_1.3b
840,85,70,90,37,NLLB_1.3b
841,90,85,95,59,NLLB_1.3b
842,65,70,80,27,NLLB_1.3b
843,85,70,90,30,NLLB_1.3b
844,85,70,75,37,MarianMT
845,85,70,90,29,NLLB_1.3b
846,75,60,80,32,NLLB_1.3b
847,75,50,80,27,NLLB_1.3b
848,85,90,95,36,NLLB_1.3b
849,85,40,90,29,NLLB_1.3b
850,75,40,85,35,NLLB_1.3b
851,85,70,90,29,NLLB_1.3b
852,85,70,90,42,NLLB_1.3b
853,70,80,60,32,Unicamp_T5
854,70,60,80,30,NLLB_1.3b
855,85,70,60,36,MarianMT
856,85,70,90,23,NLLB_1.3b
857,85,90,80,38,Unicamp_T5
858,75,80,85,33,NLLB_1.3b
859,85,70,90,26,NLLB_1.3b
860,85,75,90,25,NLLB_1.3b
861,90,85,80,20,MarianMT
862,85,70,90,34,NLLB_1.3b
863,70,50,80,31,NLLB_1.3b
864,65,70,40,38,Unicamp_T5
865,85,90,95,42,NLLB_1.3b
866,85,70,90,30,NLLB_1.3b
867,70,60,80,30,NLLB_1.3b
868,75,80,90,28,NLLB_1.3b
869,85,60,90,30,NLLB_1.3b
870,85,70,80,25,MarianMT
871,75,60,85,37,NLLB_1.3b
872,75,80,85,34,NLLB_1.3b
873,80,60,90,32,NLLB_1.3b
874,75,60,85,52,NLLB_1.3b
875,82,75,88,29,NLLB_1.3b
876,75,60,80,29,NLLB_1.3b
877,75,60,80,37,NLLB_1.3b
878,85,75,90,31,NLLB_1.3b
879,75,40,85,44,NLLB_1.3b
880,85,70,90,42,NLLB_1.3b
881,85,75,90,49,NLLB_1.3b
882,85,90,95,34,NLLB_1.3b
883,85,70,90,24,NLLB_1.3b
884,90,95,95,16,Unicamp_T5
885,70,80,90,20,NLLB_1.3b
886,70,60,50,21,MarianMT
887,85,90,80,35,Unicamp_T5
888,90,75,95,33,NLLB_1.3b
889,75,80,60,23,Unicamp_T5
890,75,60,80,32,NLLB_1.3b
891,60,50,70,25,NLLB_1.3b
892,85,60,90,38,NLLB_1.3b
893,70,40,60,25,MarianMT
894,85,70,90,25,NLLB_1.3b
895,70,80,85,35,NLLB_1.3b
896,85,70,90,42,NLLB_1.3b
897,75,60,85,37,NLLB_1.3b
898,85,75,90,33,NLLB_1.3b
899,85,70,90,33,NLLB_1.3b
900,65,75,80,35,NLLB_1.3b
901,75,60,80,27,NLLB_1.3b
902,85,70,90,39,NLLB_1.3b
903,85,70,95,28,NLLB_1.3b
904,70,50,85,26,NLLB_1.3b
905,85,70,90,39,NLLB_1.3b
906,85,60,90,39,NLLB_1.3b
907,75,20,65,25,MarianMT
908,95,90,95,24,MarianMT
909,85,70,90,38,NLLB_1.3b
910,85,70,60,33,MarianMT
911,90,70,95,48,NLLB_1.3b
912,75,70,85,26,NLLB_1.3b
913,75,60,90,27,NLLB_1.3b
914,75,80,85,32,NLLB_1.3b
915,85,70,90,27,NLLB_1.3b
916,82,76,88,27,NLLB_1.3b
917,65,50,70,32,NLLB_1.3b
918,90,85,80,30,MarianMT
919,75,60,85,58,NLLB_1.3b
920,85,70,90,34,NLLB_1.3b
921,75,85,80,25,Unicamp_T5
922,60,70,80,17,NLLB_1.3b
923,85,70,90,30,NLLB_1.3b
924,85,20,90,37,NLLB_1.3b
925,75,60,85,30,NLLB_1.3b
926,75,80,85,30,NLLB_1.3b
927,85,50,90,23,NLLB_1.3b
928,70,60,80,26,NLLB_1.3b
929,90,70,95,33,NLLB_1.3b
930,60,70,65,23,Unicamp_T5
931,85,70,90,32,NLLB_1.3b
932,70,50,80,51,NLLB_1.3b
933,85,75,90,30,NLLB_1.3b
934,75,40,85,34,NLLB_1.3b
935,85,70,90,34,NLLB_1.3b
936,75,60,80,39,NLLB_1.3b
937,85,70,90,35,NLLB_1.3b
938,85,60,90,47,NLLB_1.3b
939,70,60,80,32,NLLB_1.3b
940,75,60,80,30,NLLB_1.3b
941,80,85,90,26,NLLB_1.3b
942,75,60,80,22,NLLB_1.3b
943,90,75,85,23,MarianMT
944,95,90,85,34,MarianMT
945,75,50,90,29,NLLB_1.3b
946,85,75,65,29,MarianMT
947,75,60,80,19,NLLB_1.3b
948,85,70,90,24,NLLB_1.3b
949,72,65,85,37,NLLB_1.3b
950,75,80,70,33,Unicamp_T5
951,70,65,80,25,NLLB_1.3b
952,85,90,95,22,NLLB_1.3b
953,70,80,85,25,NLLB_1.3b
954,75,60,80,36,NLLB_1.3b
955,80,75,85,27,NLLB_1.3b
956,70,50,80,26,NLLB_1.3b
957,80,60,90,40,NLLB_1.3b
958,85,60,90,27,NLLB_1.3b
959,85,75,90,24,NLLB_1.3b
960,80,20,75,37,MarianMT
961,85,70,90,29,NLLB_1.3b
962,78,64,84,28,NLLB_1.3b
963,68,45,80,38,NLLB_1.3b
964,80,50,90,35,NLLB_1.3b
965,88,75,92,34,NLLB_1.3b
966,75,60,80,35,NLLB_1.3b
967,85,90,95,29,NLLB_1.3b
968,85,70,90,27,NLLB_1.3b
969,85,70,90,37,NLLB_1.3b
970,75,80,90,34,NLLB_1.3b
971,90,85,70,23,MarianMT
972,85,70,90,31,NLLB_1.3b
973,90,70,95,29,NLLB_1.3b
974,85,60,90,36,NLLB_1.3b
975,75,60,80,32,NLLB_1.3b
976,85,90,85,19,Unicamp_T5
977,75,60,85,24,NLLB_1.3b
978,85,60,90,27,NLLB_1.3b
979,75,60,85,30,NLLB_1.3b
980,85,70,90,28,NLLB_1.3b
981,85,40,75,31,MarianMT
982,65,60,80,32,NLLB_1.3b
983,77,80,85,34,NLLB_1.3b
984,90,75,95,29,NLLB_1.3b
985,65,40,55,23,MarianMT
986,65,40,60,28,MarianMT
987,85,70,90,31,NLLB_1.3b
988,75,60,85,31,NLLB_1.3b
989,75,40,80,30,NLLB_1.3b
990,85,60,90,28,NLLB_1.3b
991,75,80,90,29,NLLB_1.3b
992,75,80,85,34,NLLB_1.3b
993,78,85,90,34,NLLB_1.3b
994,65,70,75,25,NLLB_1.3b
995,75,60,80,29,NLLB_1.3b
996,75,60,85,40,NLLB_1.3b
997,85,90,90,34,Unicamp_T5
998,85,75,90,34,NLLB_1.3b
999,85,70,90,19,NLLB_1.3b
1000,85,70,60,29,MarianMT
1001,85,40,70,37,MarianMT
1002,85,75,80,28,MarianMT
1003,70,60,80,29,NLLB_1.3b
1004,80,70,90,34,NLLB_1.3b
1005,75,60,90,36,NLLB_1.3b
1006,85,90,95,25,NLLB_1.3b
1007,90,80,95,35,NLLB_1.3b
1008,75,60,85,27,NLLB_1.3b
1009,85,90,95,32,NLLB_1.3b
1010,75,80,65,28,Unicamp_T5
1011,75,80,85,23,NLLB_1.3b
1012,70,60,80,34,NLLB_1.3b
1013,85,70,90,39,NLLB_1.3b
1014,85,70,90,31,NLLB_1.3b
1015,90,85,95,29,NLLB_1.3b
1016,85,75,90,40,NLLB_1.3b
1017,85,75,90,38,NLLB_1.3b
1018,75,50,60,27,MarianMT
1019,85,80,90,44,NLLB_1.3b
1020,85,75,70,31,MarianMT
1021,75,80,65,21,Unicamp_T5
1022,85,75,90,32,NLLB_1.3b
1023,85,60,90,31,NLLB_1.3b
1024,70,50,60,27,MarianMT
1025,80,60,90,40,NLLB_1.3b
1026,80,70,90,27,NLLB_1.3b
1027,75,60,80,25,NLLB_1.3b
1028,75,60,80,32,NLLB_1.3b
1029,85,75,90,36,NLLB_1.3b
1030,85,90,80,28,Unicamp_T5
1031,75,80,90,26,NLLB_1.3b
1032,85,75,90,29,NLLB_1.3b
1033,75,40,55,39,MarianMT
1034,85,20,70,30,MarianMT
1035,60,75,70,29,Unicamp_T5
1036,85,70,90,20,NLLB_1.3b
1037,75,80,60,29,Unicamp_T5
1038,50,40,60,26,NLLB_1.3b
1039,85,70,90,45,NLLB_1.3b
1040,95,80,90,36,MarianMT
1041,85,80,90,34,NLLB_1.3b
1042,65,70,60,24,Unicamp_T5
1043,85,90,95,40,NLLB_1.3b
1044,80,90,70,24,Unicamp_T5
1045,85,70,90,26,NLLB_1.3b
1046,75,85,70,35,Unicamp_T5
1047,85,70,90,37,NLLB_1.3b
1048,70,60,80,36,NLLB_1.3b
1049,90,85,95,24,NLLB_1.3b
1050,85,90,95,30,NLLB_1.3b
1051,74,60,82,34,NLLB_1.3b
1052,85,70,90,34,NLLB_1.3b
1053,85,70,90,22,NLLB_1.3b
1054,65,40,75,32,NLLB_1.3b
1055,85,50,90,37,NLLB_1.3b
1056,75,80,90,59,NLLB_1.3b
1057,90,70,80,20,MarianMT
1058,85,50,90,28,NLLB_1.3b
1059,85,70,90,32,NLLB_1.3b
1060,80,60,70,42,MarianMT
1061,85,70,90,31,NLLB_1.3b
1062,70,85,60,37,Unicamp_T5
1063,85,80,90,26,NLLB_1.3b
1064,70,60,85,43,NLLB_1.3b
1065,80,70,90,24,NLLB_1.3b
1066,85,70,90,41,NLLB_1.3b
1067,70,80,60,29,Unicamp_T5
1068,78,60,72,28,MarianMT
1069,85,70,90,29,NLLB_1.3b
1070,85,80,90,32,NLLB_1.3b
1071,75,80,65,20,Unicamp_T5
1072,85,75,90,37,NLLB_1.3b
1073,70,80,90,27,NLLB_1.3b
1074,65,10,85,21,NLLB_1.3b
1075,75,50,30,22,MarianMT
1076,85,70,90,38,NLLB_1.3b
1077,85,70,80,40,MarianMT
1078,85,70,90,31,NLLB_1.3b
1079,75,80,75,22,Unicamp_T5
1080,85,70,90,35,NLLB_1.3b
1081,88,82,90,28,NLLB_1.3b
1082,70,75,80,33,NLLB_1.3b
1083,85,70,90,26,NLLB_1.3b
1084,80,85,90,36,NLLB_1.3b
1085,85,60,90,33,NLLB_1.3b
1086,85,70,90,23,NLLB_1.3b
1087,85,70,90,24,NLLB_1.3b
1088,85,90,80,36,Unicamp_T5
1089,85,60,90,24,NLLB_1.3b
1090,85,40,70,37,MarianMT
1091,85,60,90,27,NLLB_1.3b
1092,85,70,90,30,NLLB_1.3b
1093,85,60,70,62,MarianMT
1094,70,50,80,33,NLLB_1.3b
1095,75,30,60,31,MarianMT
1096,75,50,85,45,NLLB_1.3b
1097,85,70,90,21,NLLB_1.3b
1098,85,70,90,30,NLLB_1.3b
1099,75,80,85,32,NLLB_1.3b
1100,85,60,90,34,NLLB_1.3b
1101,75,60,80,25,NLLB_1.3b
1102,70,50,80,27,NLLB_1.3b
1103,75,85,90,30,NLLB_1.3b
1104,85,70,90,30,NLLB_1.3b
1105,85,60,75,26,MarianMT
1106,70,60,50,30,MarianMT
1107,75,80,90,38,NLLB_1.3b
1108,85,60,80,28,MarianMT
1109,75,50,60,54,MarianMT
1110,75,60,85,35,NLLB_1.3b
1111,85,75,90,32,NLLB_1.3b
1112,75,80,60,39,Unicamp_T5
1113,85,70,90,17,NLLB_1.3b
1114,95,80,90,39,MarianMT
1115,70,60,80,38,NLLB_1.3b
1116,85,90,80,28,Unicamp_T5
1117,70,50,80,20,NLLB_1.3b
1118,95,85,90,42,MarianMT
1119,95,90,95,30,MarianMT
1120,85,75,90,30,NLLB_1.3b
1121,85,75,95,41,NLLB_1.3b
1122,75,40,70,33,MarianMT
1123,85,70,80,28,MarianMT
1124,85,70,80,27,MarianMT
1125,70,50,80,29,NLLB_1.3b
1126,75,50,80,32,NLLB_1.3b
1127,75,60,85,26,NLLB_1.3b
1128,85,70,80,27,MarianMT
1129,85,70,90,26,NLLB_1.3b
1130,75,60,85,43,NLLB_1.3b
1131,85,80,90,22,NLLB_1.3b
1132,70,50,80,31,NLLB_1.3b
1133,80,70,90,26,NLLB_1.3b
1134,75,85,90,33,NLLB_1.3b
1135,60,40,70,30,NLLB_1.3b
1136,85,90,90,25,Unicamp_T5
1137,85,75,90,40,NLLB_1.3b
1138,90,85,75,24,MarianMT
1139,85,70,90,35,NLLB_1.3b
1140,85,70,90,35,NLLB_1.3b
1141,85,60,90,18,NLLB_1.3b
1142,75,80,70,19,Unicamp_T5
1143,75,60,80,34,NLLB_1.3b
1144,95,80,100,34,NLLB_1.3b
1145,70,40,60,24,MarianMT
1146,70,40,85,34,NLLB_1.3b
1147,75,60,85,35,NLLB_1.3b
1148,85,40,90,34,NLLB_1.3b
1149,75,60,85,33,NLLB_1.3b
1150,65,50,70,26,NLLB_1.3b
1151,85,90,80,33,Unicamp_T5
1152,70,60,80,34,NLLB_1.3b
1153,85,60,80,50,MarianMT
1154,75,50,80,30,NLLB_1.3b
1155,75,60,80,29,NLLB_1.3b
1156,85,50,90,25,NLLB_1.3b
1157,85,70,90,38,NLLB_1.3b
1158,75,60,85,35,NLLB_1.3b
1159,85,70,90,31,NLLB_1.3b
1160,70,20,85,25,NLLB_1.3b
1161,75,80,85,34,NLLB_1.3b
1162,85,70,90,24,NLLB_1.3b
1163,75,80,70,27,Unicamp_T5
1164,85,90,80,22,Unicamp_T5
1165,85,70,90,25,NLLB_1.3b
1166,75,80,60,32,Unicamp_T5
1167,75,60,80,29,NLLB_1.3b
1168,85,60,90,24,NLLB_1.3b
1169,75,60,85,37,NLLB_1.3b
1170,85,70,90,31,NLLB_1.3b
1171,85,80,90,25,NLLB_1.3b
1172,85,70,90,27,NLLB_1.3b
1173,70,85,80,20,Unicamp_T5
1174,75,60,85,40,NLLB_1.3b
1175,85,90,80,45,Unicamp_T5
1176,75,50,85,32,NLLB_1.3b
1177,85,80,90,27,NLLB_1.3b
1178,85,75,90,28,NLLB_1.3b
1179,75,80,85,30,NLLB_1.3b
1180,85,70,90,38,NLLB_1.3b
1181,85,70,90,35,NLLB_1.3b
1182,80,75,85,32,NLLB_1.3b
1183,75,60,85,55,NLLB_1.3b
1184,90,85,95,45,NLLB_1.3b
1185,85,40,70,32,MarianMT
1186,85,90,80,30,Unicamp_T5
1187,60,30,75,32,NLLB_1.3b
1188,85,70,90,35,NLLB_1.3b
1189,85,80,90,27,NLLB_1.3b
1190,85,75,90,29,NLLB_1.3b
1191,75,60,85,26,NLLB_1.3b
1192,85,75,80,33,MarianMT
1193,85,90,80,23,Unicamp_T5
1194,85,80,90,36,NLLB_1.3b
1195,75,60,70,24,MarianMT
1196,70,80,60,24,Unicamp_T5
1197,85,90,80,33,Unicamp_T5
1198,75,60,80,35,NLLB_1.3b
1199,75,60,80,32,NLLB_1.3b
1200,85,70,90,46,NLLB_1.3b
1201,70,60,80,37,NLLB_1.3b
1202,60,40,80,20,NLLB_1.3b
1203,85,70,90,32,NLLB_1.3b
1204,85,90,75,28,Unicamp_T5
1205,80,70,60,26,MarianMT
1206,75,60,85,24,NLLB_1.3b
1207,70,80,90,32,NLLB_1.3b
1208,75,60,80,25,NLLB_1.3b
1209,95,80,90,41,MarianMT
1210,80,70,90,23,NLLB_1.3b
1211,88,70,90,26,NLLB_1.3b
1212,75,60,80,29,NLLB_1.3b
1213,72,45,80,24,NLLB_1.3b
1214,85,90,75,40,Unicamp_T5
1215,85,70,90,42,NLLB_1.3b
1216,85,70,90,30,NLLB_1.3b
1217,85,70,75,32,MarianMT
1218,50,60,30,22,Unicamp_T5
1219,75,40,85,33,NLLB_1.3b
1220,85,70,90,35,NLLB_1.3b
1221,85,70,90,34,NLLB_1.3b
1222,85,70,90,37,NLLB_1.3b
1223,85,75,60,29,MarianMT
1224,85,60,70,34,MarianMT
1225,85,70,90,24,NLLB_1.3b
1226,85,60,80,32,MarianMT
1227,85,80,90,34,NLLB_1.3b
1228,70,60,50,21,MarianMT
1229,70,85,90,22,NLLB_1.3b
1230,60,40,75,35,NLLB_1.3b
1231,90,95,80,25,Unicamp_T5
1232,50,60,75,17,NLLB_1.3b
1233,85,60,80,28,MarianMT
1234,65,20,85,45,NLLB_1.3b
1235,85,70,90,44,NLLB_1.3b
1236,72,65,85,29,NLLB_1.3b
1237,80,70,85,29,NLLB_1.3b
1238,80,70,90,35,NLLB_1.3b
1239,80,70,90,37,NLLB_1.3b
1240,85,70,90,40,NLLB_1.3b
1241,85,75,90,40,NLLB_1.3b
1242,85,70,90,37,NLLB_1.3b
1243,75,65,80,29,NLLB_1.3b
1244,85,75,90,26,NLLB_1.3b
1245,75,80,70,27,Unicamp_T5
1246,85,70,80,34,MarianMT
1247,85,70,90,30,NLLB_1.3b
1248,75,80,85,21,NLLB_1.3b
1249,85,90,80,30,Unicamp_T5
1250,85,70,90,30,NLLB_1.3b
1251,75,80,85,28,NLLB_1.3b
1252,75,50,85,42,NLLB_1.3b
1253,70,60,80,58,NLLB_1.3b
1254,85,70,90,26,NLLB_1.3b
1255,85,70,80,29,MarianMT
1256,85,70,90,27,NLLB_1.3b
1257,85,90,95,29,NLLB_1.3b
1258,85,40,90,24,NLLB_1.3b
1259,85,90,80,27,Unicamp_T5
1260,75,50,80,26,NLLB_1.3b
1261,65,40,55,27,MarianMT
1262,60,75,80,27,NLLB_1.3b
1263,80,60,90,28,NLLB_1.3b
1264,85,75,90,28,NLLB_1.3b
1265,85,90,70,29,Unicamp_T5
1266,75,80,85,33,NLLB_1.3b
1267,75,60,85,31,NLLB_1.3b
1268,65,55,75,36,NLLB_1.3b
1269,85,70,90,29,NLLB_1.3b
1270,70,60,80,24,NLLB_1.3b
1271,85,70,90,32,NLLB_1.3b
1272,85,70,90,38,NLLB_1.3b
1273,65,70,80,24,NLLB_1.3b
1274,90,85,95,28,NLLB_1.3b
1275,85,90,80,25,Unicamp_T5
1276,70,50,80,28,NLLB_1.3b
1277,70,80,60,27,Unicamp_T5
1278,75,60,80,29,NLLB_1.3b
1279,85,90,75,21,Unicamp_T5
1280,85,60,90,23,NLLB_1.3b
1281,85,90,80,25,Unicamp_T5
1282,75,50,60,32,MarianMT
1283,75,60,85,21,NLLB_1.3b
1284,75,85,90,42,NLLB_1.3b
1285,90,80,95,34,NLLB_1.3b
1286,65,45,70,25,NLLB_1.3b
1287,85,60,90,30,NLLB_1.3b
1288,75,50,80,24,NLLB_1.3b
1289,60,40,70,45,NLLB_1.3b
1290,85,90,95,33,NLLB_1.3b
1291,70,80,60,27,Unicamp_T5
1292,75,60,80,32,NLLB_1.3b
1293,60,40,50,22,MarianMT
1294,70,50,80,33,NLLB_1.3b
1295,70,50,85,23,NLLB_1.3b
1296,85,60,90,37,NLLB_1.3b
1297,85,90,80,35,Unicamp_T5
1298,85,70,90,32,NLLB_1.3b
1299,85,70,90,37,NLLB_1.3b
1300,85,75,90,30,NLLB_1.3b
1301,85,75,90,43,NLLB_1.3b
1302,85,75,90,23,NLLB_1.3b
1303,85,90,95,38,NLLB_1.3b
1304,70,50,80,37,NLLB_1.3b
1305,85,60,40,38,MarianMT
1306,72,80,60,21,Unicamp_T5
1307,85,90,80,39,Unicamp_T5
1308,70,60,80,25,NLLB_1.3b
1309,85,70,90,29,NLLB_1.3b
1310,75,60,80,43,NLLB_1.3b
1311,70,60,80,22,NLLB_1.3b
1312,70,60,80,39,NLLB_1.3b
1313,75,60,85,29,NLLB_1.3b
1314,85,70,90,25,NLLB_1.3b
1315,85,70,90,25,NLLB_1.3b
1316,75,80,70,34,Unicamp_T5
1317,75,80,85,28,NLLB_1.3b
1318,95,80,100,22,NLLB_1.3b
1319,65,70,80,27,NLLB_1.3b
1320,85,90,80,41,Unicamp_T5
1321,65,50,70,30,NLLB_1.3b
1322,85,70,90,25,NLLB_1.3b
1323,70,80,85,41,NLLB_1.3b
1324,75,80,85,30,NLLB_1.3b
1325,88,72,90,31,NLLB_1.3b
1326,80,90,85,40,Unicamp_T5
1327,85,75,90,39,NLLB_1.3b
1328,70,50,60,19,MarianMT
1329,85,70,90,24,NLLB_1.3b
1330,90,70,80,18,MarianMT
1331,85,70,90,38,NLLB_1.3b
1332,85,70,90,28,NLLB_1.3b
1333,78,85,92,36,NLLB_1.3b
1334,88,80,92,32,NLLB_1.3b
1335,65,70,80,43,NLLB_1.3b
1336,85,90,80,29,Unicamp_T5
1337,85,50,90,27,NLLB_1.3b
1338,73,80,65,22,Unicamp_T5
1339,75,60,80,30,NLLB_1.3b
1340,85,70,90,27,NLLB_1.3b
1341,85,90,80,30,Unicamp_T5
1342,75,60,50,32,MarianMT
1343,80,50,85,43,NLLB_1.3b
1344,70,60,80,35,NLLB_1.3b
1345,85,70,80,27,MarianMT
1346,85,80,90,21,NLLB_1.3b
1347,65,40,75,48,NLLB_1.3b
1348,70,60,80,17,NLLB_1.3b
1349,85,90,88,36,Unicamp_T5
1350,90,80,95,42,NLLB_1.3b
1351,75,50,80,30,NLLB_1.3b
1352,85,70,90,37,NLLB_1.3b
1353,70,60,80,31,NLLB_1.3b
1354,85,90,75,37,Unicamp_T5
1355,85,75,90,28,NLLB_1.3b
1356,82,65,90,27,NLLB_1.3b
1357,85,70,90,30,NLLB_1.3b
1358,60,20,50,24,MarianMT
1359,85,40,90,33,NLLB_1.3b
1360,75,60,85,34,NLLB_1.3b
1361,70,60,80,35,NLLB_1.3b
1362,70,75,65,29,Unicamp_T5
1363,85,90,70,32,Unicamp_T5
1364,80,85,90,29,NLLB_1.3b
1365,70,60,80,34,NLLB_1.3b
1366,75,60,85,37,NLLB_1.3b
1367,70,60,80,24,NLLB_1.3b
1368,75,60,85,37,NLLB_1.3b
1369,85,70,90,36,NLLB_1.3b
1370,75,40,60,26,MarianMT
1371,70,50,80,41,NLLB_1.3b
1372,75,80,90,33,NLLB_1.3b
1373,85,75,90,22,NLLB_1.3b
1374,85,70,90,30,NLLB_1.3b
1375,60,50,70,19,NLLB_1.3b
1376,60,65,80,36,NLLB_1.3b
1377,70,80,90,30,NLLB_1.3b
1378,85,70,90,35,NLLB_1.3b
1379,85,75,90,32,NLLB_1.3b
1380,85,70,90,39,NLLB_1.3b
1381,72,45,80,33,NLLB_1.3b
1382,85,60,90,32,NLLB_1.3b
1383,70,40,60,24,MarianMT
1384,72,65,48,33,MarianMT
1385,85,70,90,33,NLLB_1.3b
1386,85,75,90,23,NLLB_1.3b
1387,85,75,90,30,NLLB_1.3b
1388,80,75,90,29,NLLB_1.3b
1389,75,80,70,24,Unicamp_T5
1390,85,70,90,42,NLLB_1.3b
1391,75,80,60,23,Unicamp_T5
1392,90,80,85,31,MarianMT
1393,85,70,60,26,MarianMT
1394,85,70,90,32,NLLB_1.3b
1395,70,50,75,25,NLLB_1.3b
1396,85,80,90,22,NLLB_1.3b
1397,85,70,90,34,NLLB_1.3b
1398,75,80,70,30,Unicamp_T5
1399,70,60,75,30,NLLB_1.3b
1400,78,65,85,23,NLLB_1.3b
1401,90,85,95,30,NLLB_1.3b
1402,85,20,70,17,MarianMT
1403,75,60,80,30,NLLB_1.3b
1404,70,85,75,36,Unicamp_T5
1405,85,70,90,31,NLLB_1.3b
1406,85,70,80,30,MarianMT
1407,75,50,60,24,MarianMT
1408,85,90,70,30,Unicamp_T5
1409,70,20,50,31,MarianMT
1410,90,85,95,43,NLLB_1.3b
1411,65,70,80,30,NLLB_1.3b
1412,75,50,90,43,NLLB_1.3b
1413,75,85,70,28,Unicamp_T5
1414,85,80,90,30,NLLB_1.3b
1415,85,90,75,53,Unicamp_T5
1416,85,70,90,24,NLLB_1.3b
1417,85,70,55,20,MarianMT
1418,75,60,85,31,NLLB_1.3b
1419,75,50,90,31,NLLB_1.3b
1420,75,80,85,25,NLLB_1.3b
1421,85,70,90,51,NLLB_1.3b
